sentence,packed_sentence,entities
強的從來就不是他本人是他媽他就只是個吃到老媽紅利的二代罷了,強(VH)　的(DE)　從來(D)　就(D)　不(D)　是(SHI)　他(Nh)　本人(Nh)　是(SHI)　他(I)　媽(Na)　他(Nh)　就(D)　只是(Da)　個(Nf)　吃到(VC)　老媽(Na)　紅利(Na)　的(DE)　二(Neu)　代(Na)　罷了(T),"[{'word': '二', 'ner': 'ORDINAL'}]"
要怎技術領先自己造飛機膩,要(D)　怎(D)　技術(Na)　領先(VJ)　自己(Nh)　造(VC)　飛機(Na)　膩(VH),[]
遺產拿出來開公司讓消費者有第三個國籍航空可以選已經可以了,遺產(Na)　拿出來(VB)　開(VC)　公司(Nc)　讓(VL)　消費者(Na)　有(V_2)　第三(Neu)　個(Nf)　國籍(Na)　航空(Na)　可以(D)　選(VC)　已經(D)　可以(VH)　了(T),"[{'word': '第三', 'ner': 'ORDINAL'}]"
不然拿去買股票,不然(Cbb)　拿去(VC)　買(VC)　股票(Na),[]
繼承的遺產早翻四倍了,繼承(VC)　的(DE)　遺產(Na)　早(D)　翻(VC)　四(Neu)　倍(Na)　了(T),"[{'word': '四', 'ner': 'CARDINAL'}]"
起碼有開公司創造就業機會,起碼(Da)　有(V_2)　開(VC)　公司(Nc)　創造(VC)　就業(Nv)　機會(Na),[]
給些進不去華航長榮的多個選擇,給(VD)　些(Nf)　進(VA)　不(D)　去(VCL)　華航(Nc)　長榮(Nb)　的(DE)　多(Neqa)　個(Nf)　選擇(Na),"[{'word': '華航', 'ner': 'ORG'}]"
阿姨真的管好多,阿姨(Na)　真的(D)　管(VE)　好多(Neqa),[]
好可怕的阿姨,好(Dfa)　可怕(VH)　的(DE)　阿姨(Na),[]
這論述很青,這(Nep)　論述(Na)　很(Dfa)　青(VH),[]
推文定充滿羨慕嫉妒恨,推文(Na)　定(D)　充滿(VJ)　羨慕(VJ)　嫉妒恨(VJ),[]
被趕出長榮不創立星宇,被(P)　趕出(VCL)　長榮(Nb)　不(D)　創立(VC)　星宇(Nb),[]
那他要做什麼,那(Nep)　他(Nh)　要(D)　做(VC)　什麼(Nep),[]
開航空公司還要創新跟技術優勢喔,開(VC)　航空(Na)　公司(Nc)　還(Dfa)　要(D)　創新(VC)　跟(P)　技術(Na)　優勢(Na)　喔(T),[]
出來開公司還要被老阿姨嫌,出來(VA)　開(VC)　公司(Nc)　還要(D)　被(P)　老阿姨(VH)　嫌(VK),[]
自費開公司我很佩服自費去買新飛機折舊很猛好不好那些遺產現金我直接出國玩到腿軟了,自費(VA)　開(VC)　公司(Nc)　我(Nh)　很(Dfa)　佩服(VJ)　自費(VA)　去(D)　買(VC)　新(VH)　飛機(Na)　折舊(VH)　很(Dfa)　猛(VH)　好(VH)　不(D)　好(VH)　那些(Neqa)　遺產(Na)　現金(Na)　我(Nh)　直接(VH)　出國(VA)　玩(VC)　到(P)　腿(Na)　軟(VH)　了(T),[]
至少人家有勇氣有做事的勇氣,至少(Da)　人家(Nh)　有(V_2)　勇氣(Na)　有(V_2)　做(VC)　事(Na)　的(DE)　勇氣(Na),[]
嘴哥嘴姐剩下些什麼,嘴哥(Na)　嘴姐(Na)　剩下(VJ)　些(Nf)　什麼(Nep),[]
人家至少玩出間上市公司光這點就很優了,人家(Nh)　至少(Da)　玩出(VC)　間(Nf)　上市(VH)　公司(Nc)　光(Da)　這(Nep)　點(Nf)　就(D)　很(Dfa)　優(VH)　了(T),[]
你是不是漏了很多沒講啊,你(Nh)　是(SHI)　不(D)　是(SHI)　漏(VH)　了(Di)　很多(Neqa)　沒(D)　講(VE)　啊(T),[]
人家是被趕出去才創立星宇啊,人家(Nh)　是(SHI)　被(P)　趕出去(VB)　才(Da)　創立(VC)　星宇(Na)　啊(T),[]
老阿姨的價值觀好可怕,老阿姨(VH)　的(DE)　價值觀(Na)　好(Dfa)　可怕(VH),[]
有千億會想要再創業已經很可以了,有(V_2)　千億(Neu)　會(D)　想要(VE)　再(D)　創業(VA)　已經(D)　很(Dfa)　可以(VH)　了(T),"[{'word': '千億', 'ner': 'CARDINAL'}]"
創立上市很猛好不好誰管你看不看得起,創立(VC)　上市(VH)　很(Dfa)　猛(VH)　好(VH)　不(D)　好(VH)　誰(Nh)　管(VE)　你(Nh)　看(VJ)　不(D)　看得起(VJ),[]
可悲可憐住海邊,可悲(VH)　可憐(VHC)　住(VCL)　海邊(Na),[]
可怕,可怕(VH),[]
賠錢中還能特許上市政商關係良好,賠錢(VH)　中(Ng)　還(D)　能(D)　特許(VE)　上市(VH)　政商(Na)　關係(Na)　良好(VH),[]
只看到自己想看到的東西,只(Da)　看到(VE)　自己(Nh)　想(VE)　看到(VE)　的(DE)　東西(Na),[]
根本不知道前因後果,根本(D)　不(D)　知道(VK)　前因後果(Na),[]
賠錢本來就不會發年終了之前新公司都象徵性發個月損益負的個月不錯了啦公司本來就是朝營利為目的人力本就會覺得委屈的可以轉戰其他公司啊,賠錢(VH)　本來(D)　就(D)　不會(D)　發(VD)　年終(Nd)　了(Di)　之前(Ng)　新(VH)　公司(Nc)　都(D)　象徵性(Na)　發(VD)　個(Nf)　月(Na)　損益(Na)　負(VJ)　的(DE)　個(Nf)　月(Na)　不錯(VH)　了(T)　啦(T)　公司(Nc)　本來(D)　就是(D)　朝(P)　營利(VA)　為(VG)　目的(Na)　人力(Na)　本(D)　就(D)　會(D)　覺得(VK)　委屈(VHC)　的(DE)　可以(D)　轉戰(VCL)　其他(Neqa)　公司(Nc)　啊(T),"[{'word': '個月', 'ner': 'DATE'}]"
有本事你自己開公司還上市櫃,有(V_2)　本事(Na)　你(Nh)　自己(Nh)　開(VC)　公司(Nc)　還(D)　上(VH)　市櫃(Na),[]
分家自立門戶個自努力很尋常國泰富邦是例子,分家(VA)　自立(VC)　門戶(Na)　個自(Nh)　努力(VH)　很(Dfa)　尋常(VH)　國泰富邦(Nb)　是(SHI)　例子(Na),[]
你知道上市櫃財務要被監管嗎,你(Nh)　知道(VK)　上市櫃(VH)　財務(Na)　要(D)　被(P)　監管(VC)　嗎(T),[]
不是象徵性的拿發票抵稅,不(D)　是(SHI)　象徵性(Na)　的(DE)　拿(VC)　發票(Na)　抵(VC)　稅(Na),[]
當妳嗎,當(VG)　妳(Nh)　嗎(T),[]
這篇為噴而噴,這(Nep)　篇(Nf)　為(P)　噴(VC)　而(Cbb)　噴(VC),[]
嘴別人開公司,嘴(Na)　別人(Nh)　開(VC)　公司(Nc),[]
那你有出來開公司嗎,那(Dk)　你(Nh)　有(V_2)　出來(VA)　開(VC)　公司(Nc)　嗎(T),[]
我跟阿姨想法樣老阿姨承認最討厭外遇的渣男和小三,我(Nh)　跟(P)　阿姨(Na)　想法樣(Na)　老阿姨(VH)　承認(VE)　最(Dfa)　討厭(VK)　外遇(Na)　的(DE)　渣男(Na)　和(Caa)　小三(Nb),[]
可悲在資本市場裡最重要的就是競爭給使用者多個選擇有什麼好該的可憐哪,可悲(VH)　在(P)　資本(Na)　市場(Nc)　裡(Ncd)　最(Dfa)　重要(VH)　的(DE)　就(D)　是(SHI)　競爭(VA)　給(VD)　使用(VC)　者(Na)　多(Neqa)　個(Nf)　選擇(Na)　有(V_2)　什麼(Nep)　好(VH)　該(Nes)　的(DE)　可憐(VHC)　哪(T),[]
雖然我不喜他但你這也太硬要噴,雖然(Cbb)　我(Nh)　不(D)　喜(VK)　他(Nh)　但(Cbb)　你(Nh)　這(Nep)　也(D)　太(Dfa)　硬(D)　要(D)　噴(VC),[]
上禮拜在桃機遇到他,上(Nes)　禮拜(Na)　在(P)　桃機(Nc)　遇到(VC)　他(Nh),"[{'word': '上禮拜', 'ner': 'DATE'}, {'word': '桃機', 'ner': 'GPE'}]"
但我覺得般男人比較討厭老阿姨,但(Cbb)　我(Nh)　覺得(VK)　般(Ng)　男人(Na)　比較(Dfa)　討厭(VK)　老阿姨(VH),[]
照這個論述不賺錢的像力積電宏達電友達高端都罪該萬死了,照(P)　這(Nep)　個(Nf)　論述(Na)　不(D)　賺錢(VA)　的(DE)　像(Nb)　力積電(Nb)　宏達電(Nb)　友達(Nb)　高端(Na)　都(D)　罪該萬死(VH)　了(T),"[{'word': '力積電', 'ner': 'ORG'}, {'word': '宏達電', 'ner': 'ORG'}]"
可是他能玩個梗叫你們總仔出來開阿,可是(Cbb)　他(Nh)　能(D)　玩(VC)　個(Di)　梗(Na)　叫(VF)　你們(Nh)　總仔(Na)　出來(VA)　開(VC)　阿(T),[]
妳管真多,妳(Nh)　管(VE)　真(D)　多(VH),[]
哩洗咧共三小,哩(T)　洗(VC)　咧(T)　共(Da)　三(Neu)　小(VH),"[{'word': '三', 'ner': 'CARDINAL'}]"
他是被趕出來的耶張榮發應該比較想怪把自己子孫趕出去的人吧,他(Nh)　是(SHI)　被(P)　趕出來(VB)　的(DE)　耶(T)　張榮發(Nb)　應該(D)　比較(Dfa)　想(VE)　怪(VH)　把(P)　自己(Nh)　子孫(Na)　趕出去(VB)　的(DE)　人(Na)　吧(T),"[{'word': '張榮發', 'ner': 'PERSON'}]"
他應該拿了錢躺著舒舒服服過日子,他(Nh)　應該(D)　拿(VC)　了(Di)　錢(Na)　躺(VA)　著(Di)　舒舒服服(VH)　過日子(VA),[]
事實上國內多個競爭對消費者來說是好事,事實(Na)　上(Ng)　國內(Nc)　多(Neqa)　個(Nf)　競爭(Na)　對(P)　消費者(Na)　來(D)　說(VE)　是(SHI)　好事(Na),[]
反正他錢花不完你也不用投資他,反正(D)　他(Nh)　錢(Na)　花(VC)　不(D)　完(VC)　你(Nh)　也(D)　不用(D)　投資(VC)　他(Nh),[]
那個年代你覺得他會覺得虧欠,那(Nep)　個(Nf)　年代(Nd)　你(Nh)　覺得(VK)　他(Nh)　會(D)　覺得(VK)　虧欠(VD),[]
就跟王永慶樣,就(D)　跟(P)　王永慶(Nb)　樣(Ng),"[{'word': '王永慶', 'ner': 'PERSON'}]"
到老還執掌大權啊,到(P)　老(Nb)　還(D)　執掌(VC)　大權(Na)　啊(T),[]
老婆跟小孩是需要對他們愧疚什麼,老婆(Na)　跟(P)　小孩(Na)　是(SHI)　需要(VK)　對(P)　他們(Nh)　愧疚(VH)　什麼(Nep),[]
他覺得都給你不少了還想怎樣,他(Nh)　覺得(VK)　都(D)　給(VD)　你(Nh)　不少(VH)　了(Di)　還(D)　想(VE)　怎樣(D),[]
看到那些小孩他在的時候都沒講話,看到(VE)　那些(Neqa)　小孩(Na)　他(Nh)　在(VCL)　的(DE)　時候(Na)　都(D)　沒(D)　講話(VA),[]
就表示他這老爸威嚴,就(D)　表示(VE)　他(Nh)　這(Nep)　老爸(Na)　威嚴(Na),[]
有聽說對孫子比對兒子好多百倍,有(V_2)　聽說(VE)　對(P)　孫子(Na)　比(VC)　對(P)　兒子(Na)　好(Neqa)　多(VH)　百(Neu)　倍(Na),[]
爸爸在的時候當然不敢講什麼就會背叛元配,爸爸(Na)　在(VCL)　的(DE)　時候(Na)　當然(D)　不(D)　敢(VL)　講(VE)　什麼(Nep)　就(D)　會(D)　背叛(VC)　元配(Na),[]
不同意屍骨未寒那句,不(D)　同意(VK)　屍骨未寒(Na)　那(Nep)　句(Nf),[]
你怎麼不說他是為了榮耀父親證明自己才創立星宇,你(Nh)　怎麼(D)　不(D)　說(VE)　他(Nh)　是(SHI)　為(P)　了(Di)　榮耀(Na)　父親(Na)　證明(VE)　自己(Nh)　才(Da)　創立(VC)　星宇(Nb),"[{'word': '星宇', 'ner': 'ORG'}]"
老阿姨是不是最喜歡黃董啊,老阿姨(VH)　是(SHI)　不(D)　是(SHI)　最(Dfa)　喜歡(VK)　黃董(Nb)　啊(T),"[{'word': '黃董', 'ner': 'PERSON'}]"
真男人,真(VH)　男人(Na),[]
對股民跟股東割再割,對(P)　股民(Na)　跟(P)　股東(Na)　割(VC)　再(D)　割(VC),[]
黃董是誰,黃董(Nb)　是(SHI)　誰(Nh),"[{'word': '黃董', 'ner': 'PERSON'}]"
打不贏就屍骨未寒,打(VC)　不(D)　贏(VD)　就(P)　屍骨未寒(Na),[]
你不要丟老阿姨的臉,你(Nh)　不要(D)　丟(VC)　老阿姨(Na)　的(DE)　臉(Na),[]
老阿姨正好我有兩子,老阿姨(VH)　正好(Da)　我(Nh)　有(V_2)　兩(Neu)　子(Na),"[{'word': '兩', 'ner': 'FAC'}]"
然而我希望他倆未來幹掉我比我更好而不是在我的公司跟我工作,然而(Cbb)　我(Nh)　希望(VK)　他倆(Nh)　未來(Nd)　幹掉(VC)　我(Nh)　比(P)　我(Nh)　更(D)　好(VH)　而(Cbb)　不(D)　是(SHI)　在(P)　我(Nh)　的(DE)　公司(Nc)　跟(P)　我(Nh)　工作(VA),[]
不知道你有小孩否,不(D)　知道(VK)　你(Nh)　有(V_2)　小孩(Na)　否(T),[]
這篇太過份摟星宇比上不足比下有餘星宇不行那你等於說台股有半以上的公司不行,這(Nep)　篇(Nf)　太(Dfa)　過份(VH)　摟(VC)　星宇(Nb)　比(P)　上(Ncd)　不足(VH)　比(P)　下(Ncd)　有餘(V_2)　星宇(Nb)　不行(VH)　那(Dk)　你(Nh)　等於(VG)　說(VE)　台股(Na)　有(V_2)　半(Neqa)　以上(Ng)　的(DE)　公司(Nc)　不行(VH),"[{'word': '餘星宇', 'ner': 'PERSON'}, {'word': '台股', 'ner': 'NORP'}]"
到底在公三小你是和張榮發很熟是不是,到底(D)　在(P)　公三(Na)　小(VH)　你(Nh)　是(SHI)　和(P)　張榮發(Nb)　很(Dfa)　熟(VH)　是(SHI)　不(D)　是(SHI),"[{'word': '張榮發', 'ner': 'PERSON'}]"
確實,確實(VH),[]
間只會直買造神公關文的公司,間(Ncd)　只(Da)　會(D)　直(D)　買(VC)　造(VC)　神(Na)　公關文(Na)　的(DE)　公司(Nc),[]
能有什麼前景,能(D)　有(V_2)　什麼(Nep)　前景(Na),[]
講得好像你跟他們有什麼關係樣,講(VE)　得(DE)　好像(D)　你(Nh)　跟(P)　他們(Nh)　有(V_2)　什麼(Nep)　關係(Na)　樣(Na),[]
儼然是大房的口氣,儼然(D)　是(SHI)　大房(Na)　的(DE)　口氣(Na),[]
你是大房來發文喔而且台股不賺錢公司多的是屍骨未寒更好笑不想要人家開間打對台別趕人走啊,你(Nh)　是(SHI)　大房(Na)　來(D)　發文(VA)　喔(T)　而且(Cbb)　台股(Na)　不(D)　賺錢(VA)　公司(Nc)　多(VH)　的(DE)　是(SHI)　屍骨未寒(Na)　更(D)　好笑(VH)　不(D)　想(VE)　要(VE)　人家(Nh)　開(VC)　間(Nf)　打對台(VA)　別(D)　趕(VC)　人(Na)　走(VA)　啊(T),"[{'word': '台股', 'ner': 'NORP'}]"
像是情緒勒索以及你怎麼可能真正瞭解他們想法,像是(SHI)　情緒(Na)　勒索(Nv)　以及(Caa)　你(Nh)　怎麼(D)　可能(D)　真正(D)　瞭解(VK)　他們(Nh)　想法(Na),[]
現在機票價格怕是再漲倍,現在(Nd)　機票(Na)　價格(Na)　怕(VK)　是(SHI)　再(D)　漲(VH)　倍(Na),[]
老阿姨論點趕出來如果沒發展飛碟技術都是沒有創新,老阿姨(VH)　論點(Na)　趕出來(VB)　如果(Cbb)　沒(D)　發展(VC)　飛碟(Na)　技術(Na)　都(D)　是(SHI)　沒有(VJ)　創新(VC),[]
沒有星宇也是會有其他家搶市場,沒有(VJ)　星宇(Nb)　也(D)　是(SHI)　會(D)　有(V_2)　其他(Neqa)　家(Nc)　搶(VD)　市場(Nc),[]
對張榮發來說,對(P)　張榮發(Nb)　來(D)　說(VE),"[{'word': '張榮發', 'ner': 'PERSON'}]"
至少餅還在張家手上,至少(Da)　餅(Na)　還(D)　在(P)　張家(Nc)　手(Na)　上(Ncd),"[{'word': '張家', 'ner': 'PERSON'}]"
只會出張嘴,只(Da)　會(D)　出(VC)　張(VA)　嘴(Na),[]
腦補太多幻覺,腦補(Na)　太多(Neqa)　幻覺(Na),[]
阿姨尼有附尼阿姨的圖嗎,阿姨(Na)　尼(Nb)　有(V_2)　附(Nb)　尼(Nb)　阿姨(Na)　的(DE)　圖(Na)　嗎(T),[]
照這個論點,照(P)　這(Nep)　個(Nf)　論點(Na),[]
台灣應該只要留家華航就好,台灣(Nc)　應該(D)　只要(Cbb)　留(VC)　家(Nf)　華航(Nc)　就(D)　好(VH),"[{'word': '台灣', 'ner': 'GPE'}, {'word': '華航', 'ner': 'ORG'}]"
長榮出來搞競爭,長榮(Nb)　出來(VA)　搞(VC)　競爭(Na),"[{'word': '長榮', 'ner': 'PERSON'}]"
害華航獲利降低,害(VC)　華航(Nc)　獲利(Na)　降低(VHC),"[{'word': '華航', 'ner': 'ORG'}]"
罪大惡極,罪大惡極(VH),[]
可以合法但不合道義的把他趕出去,可以(D)　合法(VH)　但(Cbb)　不(VH)　合(VJ)　道義(Na)　的(DE)　把(P)　他(Nh)　趕出去(VB),[]
不能合法但不道義的成立公司打對台,不能(D)　合法(VH)　但(Cbb)　不道義(VH)　的(DE)　成立(VC)　公司(Nc)　打對台(VA),[]
認同,認同(VJ),[]
蝦米都不看整理好久惹,蝦米(Na)　都(D)　不(D)　看(VC)　整理(VC)　好(Dfa)　久(VH)　惹(VC),"[{'word': '蝦米', 'ner': 'PERSON'}]"
這觀點蠻正確的,這(Nep)　觀點(Na)　蠻(Dfa)　正確(VH)　的(T),[]
講道義,講(VE)　道義(Na),[]
他外遇時是怎麼傷害糟蹋蔡姓前妻的,他(Nh)　外遇(Na)　時(Ng)　是(SHI)　怎麼(D)　傷害(VC)　糟蹋(VC)　蔡姓(Nb)　前妻(Na)　的(DE),"[{'word': '蔡', 'ner': 'PERSON'}]"
自己外遇卻讓前妻再也無法待在航空業,自己(Nh)　外遇(Na)　卻(D)　讓(VL)　前妻(Na)　再(D)　也(D)　無法(D)　待在(VCL)　航空業(Na),[]
真有道義,真(D)　有(V_2)　道義(Na),[]
各家航空公司的年終獎金比較,各(Nes)　家(Nf)　航空(Na)　公司(Nc)　的(DE)　年終(Nd)　獎金(Na)　比較(VC),[]
不是勞工的算是團體爭議權,不(D)　是(SHI)　勞工(Na)　的(DE)　算是(VG)　團體(Na)　爭議權(Na),[]
星宇航空的賣點本來就不是賣服務而是比較偏在賣硬體,星宇(Nb)　航空(Na)　的(DE)　賣點(Na)　本來(D)　就(D)　不(D)　是(SHI)　賣(VD)　服務(Nv)　而是(Cbb)　比較(Dfa)　偏在(D)　賣(VD)　硬體(Na),"[{'word': '星宇航空', 'ner': 'ORG'}]"
有跟評價都在說星宇沒啥服務或是人員專業度不足,有(V_2)　跟(P)　評價(Na)　都(D)　在(P)　說(VE)　星宇(Nb)　沒(VJ)　啥(Nep)　服務(VC)　或是(Caa)　人員(Na)　專業度(Na)　不足(VH),"[{'word': '星宇', 'ner': 'ORG'}]"
這間公司的競爭力就是在他們飛機硬體服務上,這(Nep)　間(Nf)　公司(Nc)　的(DE)　競爭力(Na)　就(Cbb)　是(SHI)　在(P)　他們(Nh)　飛機(Na)　硬體(Na)　服務(VC)　上(Ng),[]
如果星宇員工真的要罷工對星宇這家公司的競爭力影響真的小,如果(Cbb)　星宇(Nb)　員工(Na)　真的(D)　要(D)　罷工(VA)　對(P)　星宇(Nb)　這(Nep)　家(Nf)　公司(Nc)　的(DE)　競爭力(Na)　影響(Na)　真的(D)　小(VH),"[{'word': '星宇', 'ner': 'ORG'}, {'word': '星宇', 'ner': 'ORG'}]"
真的沒有機師也可以叫你董仔出來開啦,真的(D)　沒有(VJ)　機師(Na)　也(D)　可以(D)　叫(VF)　你(Nh)　董仔(Nb)　出來(VA)　開(VC)　啦(T),[]
公司的還沒開始真的獲利年終獎金有個月已經算佛心公司了,公司(Nc)　的(DE)　還(D)　沒(D)　開始(VH)　真的(D)　獲利(VH)　年終(Nd)　獎金(Na)　有(V_2)　個(Nf)　月(Na)　已經(D)　算(VG)　佛心(Na)　公司(Nc)　了(T),"[{'word': '有個月', 'ner': 'DATE'}]"
有的公司會發年終,有的(Neqa)　公司(Nc)　會(D)　發(VD)　年終(Nd),[]
表示有公司是年終年終平均數是個月,表示(VE)　有(V_2)　公司(Nc)　是(SHI)　年終(Nd)　年終(Nd)　平均數(Na)　是(SHI)　個(Nf)　月(Na),"[{'word': '個月', 'ner': 'DATE'}]"
如果要再加發個月的話,如果(Cbb)　要(D)　再(D)　加發(VD)　個(Nf)　月(Na)　的話(Cba),"[{'word': '個月', 'ner': 'DATE'}]"
成本支出等於又要提高左右的營業成本股東真的只會更可憐,成本(Na)　支出(Na)　等於(VG)　又(D)　要(D)　提高(VC)　左右(Ng)　的(DE)　營業(VA)　成本(Na)　股東(Na)　真的(D)　只(Da)　會(D)　更(Dfa)　可憐(VHC),[]
其他航空公司年終好其實就乾脆跳槽就好很多空服員就是進不了華航才去長榮,其他(Neqa)　航空(Na)　公司(Nc)　年終(Nd)　好(VH)　其實(D)　就(D)　乾脆(VH)　跳槽(VA)　就(D)　好(VH)　很多(Neqa)　空服員(Na)　就是(Cbb)　進不了(VC)　華航(Nc)　才(Da)　去(VCL)　長榮(Nb),"[{'word': '華航', 'ner': 'ORG'}, {'word': '長榮', 'ner': 'ORG'}]"
待不下長榮才去星宇星宇目前的狀況走勞資調解也不定會輸就是了,待(VC)　不下(D)　長榮(Nb)　才(Da)　去(VCL)　星宇(Na)　星宇(Na)　目前(Nd)　的(DE)　狀況(Na)　走(VA)　勞資(Na)　調解(Nv)　也(D)　不定(D)　會(D)　輸(VD)　就是了(VH),"[{'word': '長榮', 'ner': 'PRODUCT'}]"
因為星宇確實沒賺錢有發個月算是不錯了,因為(Cbb)　星宇(Nb)　確實(D)　沒(D)　賺錢(VA)　有(V_2)　發(VD)　個(Nf)　月(Na)　算是(VG)　不錯(VH)　了(T),"[{'word': '星宇', 'ner': 'ORG'}]"
你要被攻擊資方腦惹,你(Nh)　要(D)　被(P)　攻擊(VC)　資方(Na)　腦(Na)　惹(VC),[]
機票價格甜蜜期都發這麼少了,機票(Na)　價格(Na)　甜蜜期(Na)　都(D)　發(VD)　這麼少(VH)　了(T),[]
以後價格差更難賺錢了,以後(Nd)　價格(Na)　差(VH)　更(D)　難(VH)　賺錢(VA)　了(Di),[]
攤提至少要十年啦,攤提(VC)　至少(Da)　要(D)　十(Neu)　年(Nf)　啦(T),"[{'word': '十年', 'ner': 'DATE'}]"
看有沒有機會現在這批,看(VE)　有(V_2)　沒(D)　有(V_2)　機會(Na)　現在(Nd)　這(Nep)　批(Nf),[]
十年後不知道剩多少人,十(Neu)　年(Nf)　後(Ng)　不(D)　知道(VK)　剩(VJ)　多少(Neqa)　人(Na),"[{'word': '十年後', 'ner': 'DATE'}]"
星宇吸引人的就新飛機其他隨便,星宇(Nc)　吸引人(VH)　的(DE)　就(P)　新(VH)　飛機(Na)　其他(Neqa)　隨便(VH),"[{'word': '星宇', 'ner': 'ORG'}]"
也不是要幫他說話,也(D)　不(D)　是(SHI)　要(D)　幫(P)　他(Nh)　說話(VA),[]
就看就真的不賺錢,就(D)　看(VE)　就(D)　真的(D)　不(D)　賺錢(VA),[]
想領年終,想(VE)　領(VC)　年終(Nd),[]
跑進這種企業幹什麼,跑進(VCL)　這(Nep)　種(Nf)　企業(Na)　幹什麼(VA),[]
這裡大部分都是資方腦吧不賺錢股票怎漲,這裡(Ncd)　大部分(Neqa)　都(D)　是(SHI)　資方(Na)　腦(Na)　吧(T)　不(D)　賺錢(VA)　股票(Na)　怎(D)　漲(VH),[]
重資本產業又沒富爸爸扛,重(VH)　資本(Na)　產業(Na)　又(D)　沒(D)　富(VH)　爸爸(Na)　扛(VC),[]
偏偏星宇的新飛機剛好打中另外兩家的弱點尤其華航還會被臨時改長榮雖然有但是座位真的太擠椅距又小,偏偏(D)　星宇(Nb)　的(DE)　新(VH)　飛機(Na)　剛好(Da)　打中(VC)　另外(Da)　兩(Neu)　家(Nf)　的(DE)　弱點(Na)　尤其(D)　華航(Nc)　還(D)　會(D)　被(P)　臨時(Nd)　改(VC)　長榮(Nb)　雖然(Cbb)　有(V_2)　但是(Cbb)　座位(Na)　真的(D)　太(Dfa)　擠(VH)　椅距(Na)　又(D)　小(VH),"[{'word': '兩', 'ner': 'CARDINAL'}, {'word': '華航', 'ner': 'ORG'}, {'word': '長榮', 'ner': 'PRODUCT'}]"
